id,latitude,longitude,postcode,description
1516797,51.547198992924700,-2.563716045040690,BS32 4QD,
1516798,51.548040137552500,-2.562688098551810,BS32 4QE,
1516799,51.549085833391400,-2.560249297082310,BS32 4QG,
1516800,51.548129818991000,-2.555190022860540,BS32 4QH,
1516801,51.548528672200100,-2.556261000000000,BS32 4QJ,
1516802,51.548045000000000,-2.558237737172170,BS32 4QL,
1516803,51.549521190458900,-2.557572165363900,BS32 4QN,
1516804,51.549697976417100,-2.556319613525730,BS32 4QQ,
1516805,51.549235434837900,-2.555261174088020,BS32 4QW,
1516806,51.542354905409800,-2.574355568327510,BS32 4RA,
1516807,51.541852000000000,-2.576224340700300,BS32 4RF,
1516809,51.541850783940600,-2.576310275042130,BS32 4RT,
1516810,51.548038639781000,-2.559241347035490,BS32 4RU,
1516811,51.543047126200000,-2.578041363394960,BS32 4RX,
1516812,51.543345674323400,-2.577670227733090,BS32 4RY,
1516813,51.540081042534700,-2.574153903610720,BS32 4RZ,
1516814,51.543562886770300,-2.575553228952850,BS32 4SA,
1516815,51.543284015806500,-2.577409886945880,BS32 4SB,
1516816,51.541598000000000,-2.573135000000000,BS32 4SD,
1516818,51.541279000000000,-2.577729290807600,BS32 4SG,
1516819,51.541178431225200,-2.577613000000000,BS32 4SH,
1516821,51.538981000000000,-2.576966000000000,BS32 4SR,
1516822,51.547554000000000,-2.561283000000000,BS32 4SS,
1516823,51.539157020671600,-2.573724129404540,BS32 4ST,
1516824,51.541496337277500,-2.582534984967510,BS32 4SX,
1516911,51.543733052794400,-2.562721469450390,BS32 0AH,
1516912,51.544780608633800,-2.559893569030560,BS32 0AJ,
1516913,51.545771335193500,-2.559545215439450,BS32 0AL,
1516914,51.540560479677500,-2.549142777380160,BS32 0AN,
1516915,51.544656212392900,-2.561463866015720,BS32 0AP,
1516916,51.545811415575600,-2.556791339954110,BS32 0BA,
1516917,51.544990946403300,-2.555368111076780,BS32 0BB,
1516918,51.542902604696300,-2.557750792142240,BS32 0BD,
1516919,51.543581251440500,-2.558739657434670,BS32 0BE,
1516920,51.547299121130500,-2.550204580103050,BS32 0BF,
1516921,51.544525990008700,-2.558607030068140,BS32 0BG,
1516922,51.541863385269000,-2.553152673727400,BS32 0BH,
1516923,51.542053695452600,-2.554741136119210,BS32 0BJ,
1516924,51.542255914464800,-2.555709712357390,BS32 0BL,
1516953,51.544357080902100,-2.552505169611590,BS32 0BN,
1516954,51.545319115423000,-2.552516826683940,BS32 0BP,
1516955,51.542950509359200,-2.559020326382800,BS32 0BQ,
1516956,51.529041424898700,-2.533766973165540,BS32 0BR,
1516957,51.544781301105900,-2.554067717705280,BS32 0BS,
1516958,51.543235720628800,-2.551958044495720,BS32 0BT,
1516959,51.543667305537400,-2.553866720565630,BS32 0BU,
1516960,51.545036384205900,-2.553364211621350,BS32 0BW,
1516961,51.529234170062300,-2.532904297017110,BS32 0BX,
1516962,51.542379000000000,-2.556504000000000,BS32 0BY,
1516963,51.543178977013500,-2.556355438461640,BS32 0BZ,
1516964,51.545490649010500,-2.550456749955730,BS32 0DA,
1516965,51.545022000000000,-2.551028000000000,BS32 0DB,
1516966,51.544164029999200,-2.551493413164110,BS32 0DE,
1516967,51.542916249203100,-2.551060146698840,BS32 0DF,
1516968,51.541787311687800,-2.550210173814460,BS32 0DG,
1516969,51.526758883680200,-2.533480804919270,BS32 0DJ,
1516970,51.526951303285400,-2.534665068310580,BS32 0DL,
1516971,51.529602901099800,-2.538790184288550,BS32 0DP,
1516972,51.529059477036500,-2.537688191116730,BS32 0DQ,
1516973,51.530125439753100,-2.538565702617060,BS32 0DR,
1516974,51.528420000000000,-2.538086394241460,BS32 0DS,
1516975,51.541136420012400,-2.545184408522780,BS32 0DT,
1516976,51.540108948583600,-2.543773486303970,BS32 0DU,
1516977,51.538597212275100,-2.542082917832660,BS32 0DW,
1516978,51.540631382317100,-2.545510010857980,BS32 0DX,
1516979,51.538893558949500,-2.544105040923850,BS32 0DY,
1516980,51.538388485864300,-2.542498571042250,BS32 0DZ,
1516981,51.544418490082800,-2.549001774229910,BS32 0EA,
1516982,51.544556323027900,-2.548368937488330,BS32 0EB,
1516983,51.530559398996200,-2.534116300160900,BS32 0ED,
1516984,51.542752321723500,-2.549587346121180,BS32 0EE,
1516985,51.542101944977700,-2.546378358151430,BS32 0EF,
1516986,51.542239428256600,-2.545817639619560,BS32 0EG,
1516987,51.542329395268100,-2.551572163015290,BS32 0EH,
1516988,51.530521464410000,-2.534548333839100,BS32 0EJ,
1516989,51.543202766592800,-2.555130033346240,BS32 0EL,
1516990,51.544503129670000,-2.550127580835710,BS32 0EN,
1516991,51.540646008823000,-2.546231142416520,BS32 0EP,
1516992,51.542416064030300,-2.548429718097440,BS32 0EQ,
1516993,51.539465234079500,-2.544919311734190,BS32 0ER,
1516994,51.541008000000000,-2.547952972736880,BS32 0ES,
1516995,51.540162088662200,-2.547811434042460,BS32 0ET,
1516996,51.539701551563800,-2.546306343365490,BS32 0EU,
1516997,51.541252646298700,-2.551097721223690,BS32 0EW,
1516998,51.543957248655000,-2.549573028176450,BS32 0EX,
1516999,51.543667294053200,-2.548127524729210,BS32 0EY,
1517000,51.543224443519700,-2.548612479752040,BS32 0EZ,
1517001,51.546615000000000,-2.552547000000000,BS32 0GE,
1517002,51.525734665404000,-2.531321082052730,BS32 0HA,
1517003,51.525793484710800,-2.532229876228850,BS32 0HB,
1517004,51.527901439792400,-2.531360729919610,BS32 0HD,
1517005,51.527512015144200,-2.531976038522020,BS32 0HE,
1517006,51.524471430801500,-2.530311805743120,BS32 0HF,
1517007,51.525912342790900,-2.529809631754250,BS32 0HG,
1517008,51.525274955557900,-2.529586016822910,BS32 0HH,
1517009,51.526890346304900,-2.530267846327280,BS32 0HJ,
1517010,51.542728946755500,-2.560228873289530,BS32 0HN,
1517011,51.543526386347700,-2.560815472365950,BS32 0HW,
1517012,51.529508285170500,-2.535891529564860,BS32 0LR,
1517013,51.529575763404600,-2.534897643793900,BS32 0LW,
1517018,51.533489715508200,-2.570711000000000,BS32 0ZN,
1517020,51.551739000000000,-2.569737412509710,BS32 4AA,
1517021,51.550859000000000,-2.571290000000000,BS32 4AB,
1517022,51.553299067102900,-2.568507846307010,BS32 4AD,
1517023,51.552563137850800,-2.568224632975510,BS32 4AE,
1517024,51.550125326269900,-2.564732934107220,BS32 4AF,
1757030,51.557842574789600,-2.550202350546890,BS32 4EL,
1757031,51.541816010291500,-2.579006608807630,BS32 4FP,
1757032,51.555139292604300,-2.564679984036260,BS32 4JN,
1757034,51.534393682964500,-2.548088485080030,BS32 8GE,
1757035,51.534762000000000,-2.547343000000000,BS32 9AA,
2638844,-2.558252000000000,51.551893000000000,BS32 4FB,
